order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-645207,2025-06-10,2025-06-10,CUST-666405,SKU-783981,SHOP,Online,624,34.03,1.02,33.01,Cash,ZAR,Regular,2025-04-06 18:10:47,2025-05-06 18:10:47,OnlinePlatform,2026-02-24 03:45:11,BATCH-20260224-01
ORD-626529,2025-06-10,2025-06-10,CUST-444327,SKU-934643,SHOP,In-Store,122,55.1,1.65,53.45,Card,ZAR,Regular,2025-09-12 08:40:52,2025-10-12 08:40:52,POS,2026-02-24 03:45:11,BATCH-20260224-01
ORD-971228,2025-06-10,2025-06-10,CUST-332515,SKU-922503,C60,Online,298,18.34,0.55,17.79,EFT,ZAR,Regular,2025-07-18 00:40:24,2025-08-18 00:40:24,OnlinePlatform,2026-02-24 03:45:11,BATCH-20260224-01
ORD-183993,2025-06-10,2025-06-10,CUST-238471,SKU-177780,C60,In-Store,516,23.0,0.69,22.31,Cash,ZAR,Promo,2025-02-21 21:01:03,2025-02-28 21:01:03,POS,2026-02-24 03:45:11,BATCH-20260224-01
ORD-983389,2025-06-10,2025-06-10,CUST-413033,SKU-499555,CHK,In-Store,953,14.68,0.44,14.24,EFT,ZAR,Promo,2024-10-04 16:13:54,2024-10-11 16:13:54,POS,2026-02-24 03:45:11,BATCH-20260224-01
ORD-418305,2025-06-10,2025-06-10,CUST-349615,SKU-500396,USV,In-Store,500,47.12,1.41,45.71,Cash,ZAR,Promo,2024-01-05 13:53:27,2024-01-12 13:53:27,OnlinePlatform,2026-02-24 03:45:11,BATCH-20260224-01
ORD-925711,2025-06-10,2025-06-10,CUST-551765,SKU-216417,CHK,Online,629,28.58,0.86,27.72,EFT,ZAR,Regular,2025-09-23 10:57:59,2025-10-23 10:57:59,POS,2026-02-24 03:45:11,BATCH-20260224-01
ORD-821538,2025-06-10,2025-06-10,CUST-137671,SKU-747063,C60,In-Store,165,16.49,0.49,16.0,Cash,ZAR,Regular,2024-11-18 12:23:38,2024-12-18 12:23:38,OnlinePlatform,2026-02-24 03:45:11,BATCH-20260224-01
ORD-308025,2025-06-10,2025-06-10,CUST-776716,SKU-854235,SHOP,In-Store,375,23.92,0.72,23.2,Cash,ZAR,Promo,2025-12-09 03:36:04,2025-12-16 03:36:04,POS,2026-02-24 03:45:11,BATCH-20260224-01
ORD-476439,2025-06-10,2025-06-10,CUST-393683,SKU-513798,USV,Online,338,32.36,0.97,31.39,Cash,ZAR,Promo,2024-12-24 04:48:40,2024-12-31 04:48:40,POS,2026-02-24 03:45:11,BATCH-20260224-01
