order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-741244,2024-08-01,2024-08-01,CUST-282352,SKU-586842,C60,In-Store,304,32.49,0.97,31.52,EFT,ZAR,Regular,2024-10-22 13:42:21,2024-11-22 13:42:21,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-890684,2024-08-01,2024-08-01,CUST-513990,SKU-153350,C60,Online,871,92.79,2.78,90.01,Mobile Wallet,ZAR,Promo,2024-10-01 19:31:02,2024-10-08 19:31:02,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-872384,2024-08-01,2024-08-01,CUST-437368,SKU-635756,CHK,Online,772,91.67,2.75,88.92,EFT,ZAR,Promo,2024-12-23 18:40:06,2024-12-30 18:40:06,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-608864,2024-08-01,2024-08-01,CUST-469336,SKU-893622,USV,Online,500,109.57,3.29,106.28,Card,ZAR,Regular,2025-06-15 06:51:02,2025-07-15 06:51:02,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-541180,2024-08-01,2024-08-01,CUST-803573,SKU-565868,C60,Online,423,17.61,0.53,17.08,Mobile Wallet,ZAR,Regular,2025-12-20 16:38:55,2026-01-20 16:38:55,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-300721,2024-08-01,2024-08-01,CUST-455848,SKU-538616,C60,In-Store,32,107.64,3.23,104.41,Card,ZAR,Regular,2025-10-06 16:24:54,2025-11-06 16:24:54,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-822019,2024-08-01,2024-08-01,CUST-745990,SKU-794958,SHOP,Online,93,33.56,1.01,32.55,Mobile Wallet,ZAR,Regular,2025-09-04 09:17:41,2025-10-04 09:17:41,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-864564,2024-08-01,2024-08-01,CUST-469336,SKU-617225,USV,Online,701,86.74,2.6,84.14,Cash,ZAR,Regular,2025-05-02 20:16:44,2025-06-02 20:16:44,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-178512,2024-08-01,2024-08-01,CUST-569756,SKU-943156,USV,Online,589,20.02,0.6,19.42,Voucher,ZAR,Regular,2024-07-14 14:22:32,2024-08-14 14:22:32,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-555381,2024-08-01,2024-08-01,CUST-102821,SKU-169304,C60,Online,672,27.03,0.81,26.22,Card,ZAR,Promo,2024-06-04 21:28:15,2024-06-11 21:28:15,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-428760,2024-08-01,2024-08-01,CUST-546085,SKU-338405,CHK,Online,970,55.89,1.68,54.21,Cash,ZAR,Regular,2025-08-15 15:38:31,2025-09-15 15:38:31,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-399763,2024-08-01,2024-08-01,CUST-271896,SKU-875473,CHK,In-Store,69,19.06,0.57,18.49,Cash,ZAR,Promo,2025-11-22 08:39:22,2025-11-29 08:39:22,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-556874,2024-08-01,2024-08-01,CUST-295980,SKU-721099,C60,Online,185,29.64,0.89,28.75,Cash,ZAR,Regular,2025-02-15 01:44:07,2025-03-15 01:44:07,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-709069,2024-08-01,2024-08-01,CUST-626334,SKU-572318,CHK,Online,352,39.26,1.18,38.08,Card,ZAR,Regular,2025-10-25 13:50:05,2025-11-25 13:50:05,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-643602,2024-08-01,2024-08-01,CUST-443988,SKU-258809,USV,In-Store,791,22.58,0.68,21.9,Cash,ZAR,Regular,2024-01-19 18:30:39,2024-02-19 18:30:39,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-358361,2024-08-01,2024-08-01,CUST-211342,SKU-252208,C60,Online,181,60.41,1.81,58.6,Cash,ZAR,Regular,2025-02-26 19:39:42,2025-03-26 19:39:42,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-860756,2024-08-01,2024-08-01,CUST-330887,SKU-802241,CHK,In-Store,241,33.95,1.02,32.93,Mobile Wallet,ZAR,Promo,2024-08-15 03:59:27,2024-08-22 03:59:27,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-106232,2024-08-01,2024-08-01,CUST-164344,SKU-723334,CHK,In-Store,423,16.88,0.51,16.37,Voucher,ZAR,Promo,2025-07-06 21:40:56,2025-07-13 21:40:56,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-492772,2024-08-01,2024-08-01,CUST-476501,SKU-863377,C60,Online,440,104.47,3.13,101.34,Mobile Wallet,ZAR,Promo,2024-05-03 15:39:21,2024-05-10 15:39:21,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-704824,2024-08-01,2024-08-01,CUST-353859,SKU-794958,SHOP,In-Store,106,17.55,0.53,17.02,Mobile Wallet,ZAR,Regular,2024-01-11 14:08:14,2024-02-11 14:08:14,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-209198,2024-08-01,2024-08-01,CUST-446249,SKU-775212,C60,In-Store,166,42.86,1.29,41.57,Cash,ZAR,Regular,2024-03-05 05:55:29,2024-04-05 05:55:29,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-995338,2024-08-01,2024-08-01,CUST-933400,SKU-641817,C60,Online,437,86.18,2.59,83.59,Mobile Wallet,ZAR,Regular,2024-08-06 22:01:27,2024-09-06 22:01:27,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-366666,2024-08-01,2024-08-01,CUST-564963,SKU-556707,C60,In-Store,438,20.88,0.63,20.25,EFT,ZAR,Promo,2025-07-28 11:54:30,2025-08-04 11:54:30,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-856993,2024-08-01,2024-08-01,CUST-439946,SKU-975061,C60,In-Store,283,88.56,2.66,85.9,Voucher,ZAR,Promo,2024-09-20 06:00:58,2024-09-27 06:00:58,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-184345,2024-08-01,2024-08-01,CUST-877490,SKU-783408,C60,Online,909,14.54,0.44,14.1,EFT,ZAR,Regular,2024-04-14 11:54:16,2024-05-14 11:54:16,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-699288,2024-08-01,2024-08-01,CUST-544390,SKU-615572,CHK,Online,407,18.17,0.55,17.62,Mobile Wallet,ZAR,Regular,2024-01-11 12:21:56,2024-02-11 12:21:56,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-350362,2024-08-01,2024-08-01,CUST-856437,SKU-517279,USV,In-Store,330,88.77,2.66,86.11,Mobile Wallet,ZAR,Regular,2024-09-14 22:01:33,2024-10-14 22:01:33,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-374148,2024-08-01,2024-08-01,CUST-926333,SKU-207841,USV,Online,789,29.55,0.89,28.66,Cash,ZAR,Promo,2025-02-06 11:53:57,2025-02-13 11:53:57,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
ORD-390493,2024-08-01,2024-08-01,CUST-310767,SKU-899215,CHK,In-Store,575,101.08,3.03,98.05,Cash,ZAR,Promo,2025-09-17 20:26:06,2025-09-24 20:26:06,POS,2026-02-24 03:42:30,BATCH-20260224-01
ORD-480264,2024-08-01,2024-08-01,CUST-972467,SKU-310765,USV,In-Store,650,89.67,2.69,86.98,Voucher,ZAR,Regular,2024-04-20 10:06:42,2024-05-20 10:06:42,OnlinePlatform,2026-02-24 03:42:30,BATCH-20260224-01
