order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-484219,2025-03-12,2025-03-12,CUST-943064,SKU-122231,USV,Online,410,95.45,2.86,92.59,Cash,ZAR,Promo,2025-09-11 09:27:37,2025-09-18 09:27:37,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-787989,2025-03-12,2025-03-12,CUST-969467,SKU-815114,USV,Online,332,37.29,1.12,36.17,Voucher,ZAR,Regular,2025-03-01 07:23:45,2025-04-01 07:23:45,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-979537,2025-03-12,2025-03-12,CUST-344452,SKU-713933,CHK,In-Store,819,17.9,0.54,17.36,Mobile Wallet,ZAR,Regular,2025-06-19 02:34:04,2025-07-19 02:34:04,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-603347,2025-03-12,2025-03-12,CUST-387191,SKU-162459,USV,In-Store,431,25.07,0.75,24.32,Voucher,ZAR,Promo,2024-11-03 15:00:33,2024-11-10 15:00:33,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-799433,2025-03-12,2025-03-12,CUST-213511,SKU-913047,CHK,Online,884,17.75,0.53,17.22,Mobile Wallet,ZAR,Regular,2024-10-06 15:43:00,2024-11-06 15:43:00,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-284994,2025-03-12,2025-03-12,CUST-428233,SKU-518505,C60,Online,751,17.82,0.53,17.29,EFT,ZAR,Promo,2025-01-06 05:49:50,2025-01-13 05:49:50,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-959921,2025-03-12,2025-03-12,CUST-126570,SKU-169531,SHOP,In-Store,753,20.71,0.62,20.09,EFT,ZAR,Regular,2025-10-03 08:03:28,2025-11-03 08:03:28,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-523186,2025-03-12,2025-03-12,CUST-985806,SKU-670883,CHK,In-Store,13,26.26,0.79,25.47,Cash,ZAR,Regular,2025-06-27 16:34:14,2025-07-27 16:34:14,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-663774,2025-03-12,2025-03-12,CUST-956548,SKU-620382,SHOP,In-Store,687,95.5,2.86,92.64,Voucher,ZAR,Regular,2025-05-12 04:23:56,2025-06-12 04:23:56,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-107936,2025-03-12,2025-03-12,CUST-956548,SKU-213547,SHOP,In-Store,102,47.68,1.43,46.25,Voucher,ZAR,Regular,2025-02-12 08:09:03,2025-03-12 08:09:03,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-718564,2025-03-12,2025-03-12,CUST-668237,SKU-811440,C60,In-Store,913,91.3,2.74,88.56,Cash,ZAR,Promo,2025-12-15 15:05:37,2025-12-22 15:05:37,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-948864,2025-03-12,2025-03-12,CUST-829849,SKU-517497,CHK,Online,459,15.25,0.46,14.79,EFT,ZAR,Regular,2025-03-19 16:28:12,2025-04-19 16:28:12,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-521226,2025-03-12,2025-03-12,CUST-418148,SKU-366787,C60,Online,810,18.24,0.55,17.69,EFT,ZAR,Regular,2025-09-12 11:57:39,2025-10-12 11:57:39,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-692673,2025-03-12,2025-03-12,CUST-992355,SKU-920856,CHK,In-Store,404,32.17,0.97,31.2,Card,ZAR,Regular,2024-02-02 15:51:01,2024-03-02 15:51:01,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-262046,2025-03-12,2025-03-12,CUST-707514,SKU-195223,USV,In-Store,848,101.45,3.04,98.41,Mobile Wallet,ZAR,Promo,2025-12-26 07:47:44,2026-01-02 07:47:44,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-685072,2025-03-12,2025-03-12,CUST-130590,SKU-471850,USV,Online,186,44.85,1.35,43.5,Cash,ZAR,Regular,2024-08-10 15:51:21,2024-09-10 15:51:21,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-298991,2025-03-12,2025-03-12,CUST-471975,SKU-441530,C60,Online,700,27.59,0.83,26.76,Voucher,ZAR,Promo,2025-09-19 15:54:53,2025-09-26 15:54:53,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-269938,2025-03-12,2025-03-12,CUST-977012,SKU-189943,C60,In-Store,648,17.36,0.52,16.84,EFT,ZAR,Regular,2024-07-06 17:34:52,2024-08-06 17:34:52,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-910538,2025-03-12,2025-03-12,CUST-302079,SKU-360923,USV,In-Store,289,18.79,0.56,18.23,Mobile Wallet,ZAR,Promo,2024-09-07 16:39:05,2024-09-14 16:39:05,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-101864,2025-03-12,2025-03-12,CUST-205921,SKU-892122,CHK,Online,467,33.97,1.02,32.95,Mobile Wallet,ZAR,Promo,2024-06-26 05:06:23,2024-07-03 05:06:23,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-207496,2025-03-12,2025-03-12,CUST-728565,SKU-552383,USV,In-Store,367,27.89,0.84,27.05,Voucher,ZAR,Promo,2025-05-08 13:07:29,2025-05-15 13:07:29,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-251225,2025-03-12,2025-03-12,CUST-709431,SKU-125489,CHK,Online,603,19.31,0.58,18.73,Voucher,ZAR,Promo,2024-08-04 07:06:12,2024-08-11 07:06:12,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-238811,2025-03-12,2025-03-12,CUST-995893,SKU-192112,CHK,Online,300,16.77,0.5,16.27,Cash,ZAR,Promo,2024-02-17 03:26:54,2024-02-24 03:26:54,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-291079,2025-03-12,2025-03-12,CUST-969467,SKU-729954,USV,Online,870,17.14,0.51,16.63,Mobile Wallet,ZAR,Regular,2025-03-05 22:37:17,2025-04-05 22:37:17,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-243466,2025-03-12,2025-03-12,CUST-128998,SKU-232889,SHOP,Online,623,15.5,0.46,15.04,Mobile Wallet,ZAR,Promo,2025-07-14 20:01:01,2025-07-21 20:01:01,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-632824,2025-03-12,2025-03-12,CUST-969467,SKU-795699,USV,Online,841,25.86,0.78,25.08,EFT,ZAR,Promo,2024-07-24 03:14:20,2024-07-31 03:14:20,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-583863,2025-03-12,2025-03-12,CUST-559303,SKU-108824,SHOP,In-Store,363,23.08,0.69,22.39,Card,ZAR,Promo,2024-03-27 06:03:21,2024-04-03 06:03:21,POS,2026-02-24 03:46:42,BATCH-20260224-01
ORD-234329,2025-03-12,2025-03-12,CUST-922851,SKU-752993,CHK,Online,229,29.56,0.89,28.67,Mobile Wallet,ZAR,Promo,2025-09-13 01:35:02,2025-09-20 01:35:02,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-429440,2025-03-12,2025-03-12,CUST-394624,SKU-954024,C60,Online,554,14.54,0.44,14.1,Voucher,ZAR,Promo,2025-10-02 08:19:40,2025-10-09 08:19:40,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
ORD-225410,2025-03-12,2025-03-12,CUST-116496,SKU-444367,C60,Online,901,24.32,0.73,23.59,EFT,ZAR,Promo,2025-07-08 02:30:03,2025-07-15 02:30:03,OnlinePlatform,2026-02-24 03:46:42,BATCH-20260224-01
