order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-331808,2025-02-26,2025-02-26,CUST-346928,SKU-643840,SHOP,In-Store,74,17.19,0.52,16.67,Cash,ZAR,Regular,2024-03-25 20:22:41,2024-04-25 20:22:41,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-797478,2025-02-26,2025-02-26,CUST-796871,SKU-102031,USV,In-Store,304,25.28,0.76,24.52,Card,ZAR,Regular,2025-07-14 17:05:25,2025-08-14 17:05:25,POS,2026-02-24 04:09:54,BATCH-20260224-01
ORD-430316,2025-02-26,2025-02-26,CUST-946641,SKU-550518,SHOP,Online,861,28.86,0.87,27.99,EFT,ZAR,Promo,2024-05-18 12:25:55,2024-05-25 12:25:55,POS,2026-02-24 04:09:54,BATCH-20260224-01
ORD-334807,2025-02-26,2025-02-26,CUST-449961,SKU-849132,CHK,Online,684,53.88,1.62,52.26,Card,ZAR,Promo,2025-12-09 09:06:11,2025-12-16 09:06:11,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-808167,2025-02-26,2025-02-26,CUST-781565,SKU-582378,C60,In-Store,813,24.66,0.74,23.92,Voucher,ZAR,Regular,2024-03-21 03:25:34,2024-04-21 03:25:34,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-230296,2025-02-26,2025-02-26,CUST-769025,SKU-108348,USV,Online,274,17.09,0.51,16.58,Card,ZAR,Promo,2024-07-07 11:02:15,2024-07-14 11:02:15,OnlinePlatform,2025-02-28 00:00:00,BATCH-20260224-01
ORD-291547,2025-02-26,2025-02-26,CUST-228369,SKU-341254,SHOP,In-Store,223,24.94,0.75,24.19,Card,ZAR,Promo,2024-07-18 03:02:20,2024-07-25 03:02:20,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-601117,2025-02-26,2025-02-26,CUST-694882,SKU-188543,SHOP,In-Store,513,86.22,2.59,83.63,Cash,ZAR,Promo,2024-04-26 23:49:19,2024-05-03 23:49:19,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-740977,2025-02-26,2025-02-26,CUST-681506,SKU-235973,CHK,In-Store,274,37.37,1.12,36.25,Mobile Wallet,ZAR,Promo,2024-04-06 06:35:05,2024-04-13 06:35:05,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-521570,2025-02-26,2025-02-26,CUST-190312,SKU-350625,SHOP,In-Store,664,84.47,2.53,81.94,Card,ZAR,Promo,2024-12-04 11:56:41,2024-12-11 11:56:41,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
