order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-586660,2025-11-05,2025-11-05 00:46:49,CUST-546685,SKU-539523,CHK,Online,449,47544.61,1426.34,46118.27,Cash,ZAR,Promo,2025-07-09 07:52:28,2025-07-16 07:52:28,OnlinePlatform,2026-02-24 17:50:54,BATCH-20260224-01
ORD-725411,2025-11-05,2025-11-05 04:57:26,CUST-448834,SKU-983819,SHOP,Online,942,16315.44,489.46,15825.98,EFT,ZAR,Regular,2025-03-20 02:33:18,2025-04-20 02:33:18,POS,2026-02-24 17:50:54,BATCH-20260224-01
ORD-351446,2025-11-05,2025-11-05 19:30:22,CUST-329727,SKU-909202,CHK,Online,334,4899.78,146.99,4752.79,Voucher,ZAR,Regular,2024-06-09 21:30:05,2024-07-09 21:30:05,POS,2026-02-24 17:50:54,BATCH-20260224-01
ORD-296498,2025-11-05,2025-11-05 09:20:53,CUST-344215,SKU-104557,USV,In-Store,592,14314.56,429.44,13885.12,Voucher,ZAR,Promo,2025-09-20 11:14:50,2025-09-27 11:14:50,POS,2026-02-24 17:50:54,BATCH-20260224-01
ORD-171407,2025-11-05,2025-11-05 12:34:55,CUST-219413,SKU-618291,C60,In-Store,915,24348.15,730.44,23617.71,Mobile Wallet,ZAR,Promo,2024-07-01 09:14:51,2024-07-08 09:14:51,POS,2026-02-24 17:50:54,BATCH-20260224-01
ORD-172954,2025-11-05,2025-11-05 23:15:34,CUST-881619,SKU-321524,USV,In-Store,956,33469.56,1004.09,32465.47,EFT,ZAR,Promo,2024-08-24 10:25:29,2024-08-31 10:25:29,OnlinePlatform,2026-02-24 17:50:54,BATCH-20260224-01
ORD-944359,2025-11-05,2025-11-05 04:17:48,CUST-665337,SKU-390603,USV,In-Store,939,14864.37,445.93,14418.44,Card,ZAR,Regular,2025-10-03 17:01:27,2025-11-03 17:01:27,POS,2026-02-24 17:50:54,BATCH-20260224-01
ORD-898956,2025-11-05,2025-11-05 20:04:30,CUST-603019,SKU-575966,CHK,Online,974,20726.72,621.8,20104.92,Mobile Wallet,ZAR,Regular,2024-10-09 23:27:22,2024-11-09 23:27:22,OnlinePlatform,2026-02-24 17:50:54,BATCH-20260224-01
ORD-743756,2025-11-05,2025-11-05 19:10:37,CUST-686803,SKU-684106,SHOP,Online,690,19140.6,574.22,18566.38,Card,ZAR,Promo,2024-06-16 16:47:58,2024-06-23 16:47:58,POS,2026-02-24 17:50:54,BATCH-20260224-01
ORD-818943,2025-11-05,2025-11-05 21:02:58,CUST-964241,SKU-313031,SHOP,In-Store,78,2884.44,86.53,2797.91,EFT,ZAR,Promo,2024-04-11 04:39:25,2024-04-18 04:39:25,POS,2026-02-24 17:50:54,BATCH-20260224-01
ORD-898315,2025-11-05,2025-11-05 10:21:21,CUST-401616,SKU-411397,USV,In-Store,923,37076.91,1112.31,35964.6,EFT,ZAR,Promo,2025-09-01 02:50:20,2025-09-08 02:50:20,OnlinePlatform,2026-02-24 17:50:54,BATCH-20260224-01
ORD-693651,2025-11-05,2025-11-05 06:35:44,CUST-406935,SKU-636507,CHK,In-Store,890,81639.7,2449.19,79190.51,Voucher,ZAR,Regular,2025-06-11 03:47:36,2025-07-11 03:47:36,POS,2026-02-24 17:50:54,BATCH-20260224-01
ORD-207964,2025-11-05,2025-11-05 03:50:51,CUST-818355,SKU-619592,CHK,Online,291,11631.27,348.94,11282.33,Voucher,ZAR,Promo,2025-04-23 13:46:43,2025-04-30 13:46:43,OnlinePlatform,2026-02-24 17:50:54,BATCH-20260224-01
ORD-748634,2025-11-05,2025-11-05 17:04:33,CUST-679530,SKU-618494,USV,In-Store,506,10347.7,310.43,10037.27,Voucher,ZAR,Promo,2025-06-01 00:13:52,2025-06-08 00:13:52,POS,2026-02-24 17:50:54,BATCH-20260224-01
ORD-398592,2025-11-05,2025-11-05 00:26:11,CUST-964241,SKU-480639,SHOP,In-Store,205,4872.85,146.19,4726.66,Cash,ZAR,Promo,2025-03-03 07:48:47,2025-03-10 07:48:47,POS,2026-02-24 17:50:54,BATCH-20260224-01
ORD-617260,2025-11-05,2025-11-05 16:02:44,CUST-477193,SKU-958490,USV,In-Store,622,18125.08,543.75,17581.33,Mobile Wallet,ZAR,Regular,2025-01-28 11:40:17,2025-02-28 11:40:17,POS,2026-02-24 17:50:54,BATCH-20260224-01
