order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-232615,2024-03-06,2024-03-06,CUST-722239,SKU-658974,SHOP,Online,503,36.33,1.09,35.24,Mobile Wallet,ZAR,Regular,2025-08-24 09:42:30,2025-09-24 09:42:30,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-514999,2024-03-06,2024-03-06,CUST-145334,SKU-483651,SHOP,In-Store,599,90.24,2.71,87.53,Voucher,ZAR,Promo,2024-12-02 18:47:59,2024-12-09 18:47:59,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-126290,2024-03-06,2024-03-06,CUST-312062,SKU-369900,C60,In-Store,40,15.28,0.46,14.82,Voucher,ZAR,Promo,2025-03-10 05:57:15,2025-03-17 05:57:15,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-681311,2024-03-06,2024-03-06,CUST-947985,SKU-713162,USV,In-Store,882,37.47,1.12,36.35,EFT,ZAR,Regular,2025-10-28 21:21:26,2025-11-28 21:21:26,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-392064,2024-03-06,2024-03-06,CUST-402268,SKU-483898,C60,In-Store,815,21.86,0.66,21.2,EFT,ZAR,Regular,2025-04-18 18:48:11,2025-05-18 18:48:11,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-922015,2024-03-06,2024-03-06,CUST-943799,SKU-918691,C60,In-Store,492,31.0,0.93,30.07,Card,ZAR,Promo,2024-11-24 16:35:30,2024-12-01 16:35:30,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-935976,2024-03-06,2024-03-06,CUST-174574,SKU-697642,SHOP,In-Store,302,19.97,0.6,19.37,Mobile Wallet,ZAR,Regular,2024-11-28 05:09:00,2024-12-28 05:09:00,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-442404,2024-03-06,2024-03-06,CUST-792525,SKU-623866,USV,In-Store,111,32.04,0.96,31.08,Voucher,ZAR,Promo,2024-01-17 22:31:00,2024-01-24 22:31:00,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-567874,2024-03-06,2024-03-06,CUST-138985,SKU-507399,CHK,In-Store,797,60.25,1.81,58.44,Voucher,ZAR,Regular,2025-02-11 06:51:26,2025-03-11 06:51:26,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-158998,2024-03-06,2024-03-06,CUST-191723,SKU-134550,CHK,Online,111,98.46,2.95,95.51,Voucher,ZAR,Regular,2024-12-28 00:15:23,2025-01-28 00:15:23,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-313122,2024-03-06,2024-03-06,CUST-799821,SKU-604312,SHOP,In-Store,184,78.11,2.34,75.77,EFT,ZAR,Promo,2024-07-26 12:50:23,2024-08-02 12:50:23,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-216379,2024-03-06,2024-03-06,CUST-579439,SKU-241721,CHK,Online,11,41.43,1.24,40.19,Voucher,ZAR,Regular,2024-04-23 13:56:33,2024-05-23 13:56:33,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-921263,2024-03-06,2024-03-06,CUST-540421,SKU-255156,CHK,Online,25,36.93,1.11,35.82,Card,ZAR,Promo,2025-07-12 22:57:01,2025-07-19 22:57:01,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-501198,2024-03-06,2024-03-06,CUST-816148,SKU-820239,SHOP,In-Store,64,34.61,1.04,33.57,Mobile Wallet,ZAR,Regular,2024-03-04 19:04:07,2024-04-04 19:04:07,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-146502,2024-03-06,2024-03-06,CUST-923772,SKU-593639,CHK,In-Store,666,36.64,1.1,35.54,Voucher,ZAR,Promo,2024-01-01 02:21:50,2024-01-08 02:21:50,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-390415,2024-03-06,2024-03-06,CUST-508980,SKU-324444,SHOP,In-Store,606,34.79,1.04,33.75,Cash,ZAR,Promo,2024-11-10 20:13:21,2024-11-17 20:13:21,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-228008,2024-03-06,2024-03-06,CUST-323524,SKU-301796,SHOP,In-Store,371,19.13,0.57,18.56,Mobile Wallet,ZAR,Regular,2025-12-07 13:57:47,2026-01-07 13:57:47,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-379736,2024-03-06,2024-03-06,CUST-443442,SKU-201535,SHOP,In-Store,386,16.64,0.5,16.14,Voucher,ZAR,Promo,2025-12-09 02:08:22,2025-12-16 02:08:22,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-513798,2024-03-06,2024-03-06,CUST-376734,SKU-703237,SHOP,In-Store,577,18.19,0.55,17.64,Mobile Wallet,ZAR,Regular,2024-07-01 15:44:25,2024-08-01 15:44:25,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-514070,2024-03-06,2024-03-06,CUST-712349,SKU-346404,C60,Online,195,26.64,0.8,25.84,Cash,ZAR,Regular,2025-05-17 05:54:20,2025-06-17 05:54:20,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-276394,2024-03-06,2024-03-06,CUST-808943,SKU-125682,C60,Online,302,19.35,0.58,18.77,Cash,ZAR,Promo,2025-01-25 10:42:58,2025-02-01 10:42:58,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-150067,2024-03-06,2024-03-06,CUST-241135,SKU-804644,C60,In-Store,442,19.56,0.59,18.97,Card,ZAR,Regular,2024-04-24 20:55:06,2024-05-24 20:55:06,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-596045,2024-03-06,2024-03-06,CUST-522316,SKU-898985,CHK,Online,296,90.91,2.73,88.18,Voucher,ZAR,Promo,2024-06-21 23:27:50,2024-06-28 23:27:50,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-747898,2024-03-06,2024-03-06,CUST-290707,SKU-585197,C60,In-Store,453,101.61,3.05,98.56,Mobile Wallet,ZAR,Promo,2025-08-22 19:33:51,2025-08-29 19:33:51,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-552065,2024-03-06,2024-03-06,CUST-187685,SKU-201535,USV,Online,320,111.12,3.33,107.79,EFT,ZAR,Regular,2024-03-24 20:43:53,2024-04-24 20:43:53,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-556566,2024-03-06,2024-03-06,CUST-930791,SKU-820239,SHOP,Online,660,26.66,0.8,25.86,Voucher,ZAR,Promo,2024-06-04 07:38:15,2024-06-11 07:38:15,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-744182,2024-03-06,2024-03-06,CUST-898896,SKU-861988,C60,Online,843,14.35,0.43,13.92,EFT,ZAR,Promo,2024-01-21 14:26:37,2024-01-28 14:26:37,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-308428,2024-03-06,2024-03-06,CUST-525391,SKU-154616,CHK,Online,19,28.6,0.86,27.74,Voucher,ZAR,Regular,2024-10-14 05:13:33,2024-11-14 05:13:33,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-481115,2024-03-06,2024-03-06,CUST-520166,SKU-840971,CHK,Online,160,51.11,1.53,49.58,Voucher,ZAR,Promo,2025-10-02 22:51:04,2025-10-09 22:51:04,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-611295,2024-03-06,2024-03-06,CUST-930791,SKU-403197,SHOP,Online,73,22.9,0.69,22.21,Cash,ZAR,Regular,2024-09-13 19:47:02,2024-10-13 19:47:02,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-851696,2024-03-06,2024-03-06,CUST-525391,SKU-765949,CHK,Online,879,54.39,1.63,52.76,Voucher,ZAR,Regular,2025-03-17 11:48:02,2025-04-17 11:48:02,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-839457,2024-03-06,2024-03-06,CUST-733811,SKU-873010,SHOP,In-Store,767,28.44,0.85,27.59,Cash,ZAR,Promo,2025-11-16 04:48:23,2025-11-23 04:48:23,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-257919,2024-03-06,2024-03-06,CUST-552256,SKU-445979,C60,Online,351,99.55,2.99,96.56,Mobile Wallet,ZAR,Promo,2024-10-03 00:59:28,2024-10-10 00:59:28,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-612032,2024-03-06,2024-03-06,CUST-819919,SKU-108147,C60,In-Store,382,17.78,0.53,17.25,Voucher,ZAR,Regular,2025-02-26 12:27:39,2025-03-26 12:27:39,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-542808,2024-03-06,2024-03-06,CUST-943799,SKU-176481,C60,In-Store,290,31.95,0.96,30.99,EFT,ZAR,Regular,2025-06-17 02:48:13,2025-07-17 02:48:13,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-155599,2024-03-06,2024-03-06,CUST-142754,SKU-146464,C60,Online,682,46.73,1.4,45.33,Cash,ZAR,Regular,2024-01-04 17:39:35,2024-02-04 17:39:35,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-971441,2024-03-06,2024-03-06,CUST-142754,SKU-604753,C60,Online,102,27.68,0.83,26.85,Card,ZAR,Promo,2025-12-28 00:32:58,2026-01-04 00:32:58,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-300870,2024-03-06,2024-03-06,CUST-613950,SKU-240925,SHOP,In-Store,649,29.11,0.87,28.24,Cash,ZAR,Regular,2025-06-19 14:00:43,2025-07-19 14:00:43,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-873902,2024-03-06,2024-03-06,CUST-985224,SKU-741384,USV,In-Store,108,98.61,2.96,95.65,Card,ZAR,Regular,2024-10-02 23:03:01,2024-11-02 23:03:01,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-363871,2024-03-06,2024-03-06,CUST-262394,SKU-503650,C60,Online,265,15.2,0.46,14.74,EFT,ZAR,Regular,2024-08-28 13:09:30,2024-09-28 13:09:30,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-443746,2024-03-06,2024-03-06,CUST-540421,SKU-187943,CHK,Online,707,93.06,2.79,90.27,EFT,ZAR,Regular,2024-08-21 13:44:59,2024-09-21 13:44:59,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-105376,2024-03-06,2024-03-06,CUST-327786,SKU-551380,C60,In-Store,798,23.41,0.7,22.71,Voucher,ZAR,Promo,2024-04-02 19:29:20,2024-04-09 19:29:20,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-979939,2024-03-06,2024-03-06,CUST-741562,SKU-445354,USV,Online,367,30.6,0.92,29.68,Cash,ZAR,Regular,2024-08-18 03:54:40,2024-09-18 03:54:40,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-816017,2024-03-06,2024-03-06,CUST-383023,SKU-225257,C60,Online,15,18.41,0.55,17.86,Cash,ZAR,Promo,2025-03-15 04:51:01,2025-03-22 04:51:01,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-998165,2024-03-06,2024-03-06,CUST-427267,SKU-669713,SHOP,In-Store,960,14.0,0.42,13.58,Cash,ZAR,Promo,2024-02-17 23:50:42,2024-02-24 23:50:42,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-753680,2024-03-06,2024-03-06,CUST-500238,SKU-314440,USV,In-Store,656,31.75,0.95,30.8,Mobile Wallet,ZAR,Regular,2024-12-07 22:47:26,2025-01-07 22:47:26,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-109676,2024-03-06,2024-03-06,CUST-409429,SKU-905777,SHOP,In-Store,311,29.16,0.87,28.29,Cash,ZAR,Promo,2024-05-13 07:18:05,2024-05-20 07:18:05,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-311871,2024-03-06,2024-03-06,CUST-748948,SKU-123896,USV,Online,69,29.07,0.87,28.2,EFT,ZAR,Regular,2024-06-12 02:12:31,2024-07-12 02:12:31,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-523307,2024-03-06,2024-03-06,CUST-380230,SKU-577563,CHK,Online,52,20.49,0.61,19.88,Cash,ZAR,Promo,2025-08-15 05:36:55,2025-08-22 05:36:55,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-163544,2024-03-06,2024-03-06,CUST-326485,SKU-837376,CHK,In-Store,893,13.11,0.39,12.72,Cash,ZAR,Promo,2024-02-23 05:17:32,2024-03-01 05:17:32,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-555138,2024-03-06,2024-03-06,CUST-722239,SKU-776531,SHOP,Online,479,101.64,3.05,98.59,Voucher,ZAR,Promo,2025-01-23 05:54:26,2025-01-30 05:54:26,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-700819,2024-03-06,2024-03-06,CUST-520166,SKU-662687,CHK,Online,496,14.19,0.43,13.76,Cash,ZAR,Regular,2024-07-18 14:52:34,2024-08-18 14:52:34,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-353540,2024-03-06,2024-03-06,CUST-157546,SKU-605269,CHK,In-Store,529,16.62,0.5,16.12,Voucher,ZAR,Regular,2025-09-07 19:55:14,2025-10-07 19:55:14,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-142419,2024-03-06,2024-03-06,CUST-677129,SKU-881083,CHK,Online,791,56.84,1.71,55.13,Voucher,ZAR,Regular,2024-10-06 01:20:04,2024-11-06 01:20:04,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-208470,2024-03-06,2024-03-06,CUST-832716,SKU-174792,CHK,Online,264,86.77,2.6,84.17,Mobile Wallet,ZAR,Regular,2025-09-18 03:08:30,2025-10-18 03:08:30,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-978918,2024-03-06,2024-03-06,CUST-183231,SKU-698598,SHOP,In-Store,151,103.35,3.1,100.25,Mobile Wallet,ZAR,Promo,2024-12-23 22:21:53,2024-12-30 22:21:53,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-651196,2024-03-06,2024-03-06,CUST-278257,SKU-393992,SHOP,Online,675,29.05,0.87,28.18,EFT,ZAR,Regular,2024-10-04 06:36:52,2024-11-04 06:36:52,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-106056,2024-03-06,2024-03-06,CUST-267136,SKU-939625,CHK,Online,306,101.61,3.05,98.56,Mobile Wallet,ZAR,Promo,2025-08-22 19:33:51,2025-08-29 19:33:51,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-304202,2024-03-06,2024-03-06,CUST-321467,SKU-802942,SHOP,Online,434,57.01,1.71,55.3,Card,ZAR,Regular,2024-08-14 00:38:40,2024-09-14 00:38:40,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-242226,2024-03-06,2024-03-06,CUST-104282,SKU-993596,SHOP,In-Store,309,61.98,1.86,60.12,EFT,ZAR,Promo,2025-10-23 04:55:34,2025-10-30 04:55:34,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-277396,2024-03-06,2024-03-06,CUST-441008,SKU-162192,C60,In-Store,256,103.22,3.1,100.12,Mobile Wallet,ZAR,Regular,2025-08-13 06:54:08,2025-09-13 06:54:08,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-711227,2024-03-06,2024-03-06,CUST-916974,SKU-356118,SHOP,In-Store,117,37.07,1.11,35.96,Voucher,ZAR,Regular,2025-04-10 21:41:21,2025-05-10 21:41:21,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-694769,2024-03-06,2024-03-06,CUST-423529,SKU-106868,CHK,Online,788,24.66,0.74,23.92,EFT,ZAR,Promo,2024-12-09 13:40:04,2024-12-16 13:40:04,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-390236,2024-03-06,2024-03-06,CUST-589440,SKU-593639,C60,Online,31,51.1,1.53,49.57,Voucher,ZAR,Promo,2024-08-04 20:37:29,2024-08-11 20:37:29,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-511370,2024-03-06,2024-03-06,CUST-529806,SKU-703797,CHK,In-Store,316,88.91,2.67,86.24,Card,ZAR,Promo,2025-02-16 00:19:58,2025-02-23 00:19:58,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-929022,2024-03-06,2024-03-06,CUST-995343,SKU-999462,SHOP,Online,661,31.68,0.95,30.73,Card,ZAR,Regular,2025-12-06 13:25:44,2026-01-06 13:25:44,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-632349,2024-03-06,2024-03-06,CUST-440769,SKU-643329,CHK,In-Store,811,101.61,3.05,98.56,Voucher,ZAR,Promo,2025-08-22 19:33:51,2025-08-29 19:33:51,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-819777,2024-03-06,2024-03-06,CUST-425219,SKU-403197,CHK,Online,748,34.03,1.02,33.01,Card,ZAR,Regular,2025-05-22 03:54:52,2025-06-22 03:54:52,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-752156,2024-03-06,2024-03-06,CUST-770561,SKU-190024,C60,In-Store,194,19.59,0.59,19.0,Voucher,ZAR,Promo,2024-06-13 04:18:51,2024-06-20 04:18:51,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-763366,2024-03-06,2024-03-06,CUST-476982,SKU-769650,C60,In-Store,163,109.67,3.29,106.38,Cash,ZAR,Regular,2025-05-12 23:04:20,2025-06-12 23:04:20,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-273878,2024-03-06,2024-03-06,CUST-712094,SKU-671182,USV,In-Store,318,31.2,0.94,30.26,Voucher,ZAR,Regular,2024-05-28 18:31:36,2024-06-28 18:31:36,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-999933,2024-03-06,2024-03-06,CUST-735053,SKU-432524,USV,Online,909,24.07,0.72,23.35,Card,ZAR,Promo,2025-05-17 01:57:17,2025-05-24 01:57:17,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-685842,2024-03-06,2024-03-06,CUST-553688,SKU-389379,CHK,In-Store,119,25.35,0.76,24.59,Mobile Wallet,ZAR,Promo,2025-12-19 18:56:46,2025-12-26 18:56:46,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-815870,2024-03-06,2024-03-06,CUST-834113,SKU-604312,SHOP,Online,24,41.54,1.25,40.29,Voucher,ZAR,Promo,2025-11-04 15:54:44,2025-11-11 15:54:44,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-266219,2024-03-06,2024-03-06,CUST-401080,SKU-561060,CHK,In-Store,527,30.08,0.9,29.18,EFT,ZAR,Regular,2024-04-09 08:55:31,2024-05-09 08:55:31,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-350660,2024-03-06,2024-03-06,CUST-345916,SKU-254630,C60,Online,923,18.46,0.55,17.91,Mobile Wallet,ZAR,Regular,2025-07-18 07:23:10,2025-08-18 07:23:10,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-537460,2024-03-06,2024-03-06,CUST-478949,SKU-266525,USV,Online,273,37.1,1.11,35.99,Mobile Wallet,ZAR,Regular,2024-08-08 23:13:48,2024-09-08 23:13:48,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-134029,2024-03-06,2024-03-06,CUST-819919,SKU-410179,C60,In-Store,341,98.58,2.96,95.62,Voucher,ZAR,Regular,2025-01-01 15:34:10,2025-02-01 15:34:10,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-962404,2024-03-06,2024-03-06,CUST-472686,SKU-837840,USV,Online,807,51.31,1.54,49.77,Card,ZAR,Regular,2024-10-26 17:22:36,2024-11-26 17:22:36,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-646141,2024-03-06,2024-03-06,CUST-765430,SKU-445431,SHOP,Online,563,35.48,1.06,34.42,EFT,ZAR,Promo,2025-11-25 00:52:34,2025-12-02 00:52:34,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-411047,2024-03-06,2024-03-06,CUST-183231,SKU-641994,SHOP,In-Store,878,26.19,0.79,25.4,Mobile Wallet,ZAR,Regular,2024-11-28 07:43:46,2024-12-28 07:43:46,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-986631,2024-03-06,2024-03-06,CUST-123485,SKU-804644,SHOP,In-Store,232,18.73,0.56,18.17,EFT,ZAR,Promo,2025-03-23 16:17:31,2025-03-30 16:17:31,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-846645,2024-03-06,2024-03-06,CUST-858420,SKU-369900,SHOP,Online,893,57.32,1.72,55.6,Card,ZAR,Promo,2024-12-08 23:17:52,2024-12-15 23:17:52,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-884462,2024-03-06,2024-03-06,CUST-884452,SKU-324641,SHOP,Online,887,25.16,0.75,24.41,Voucher,ZAR,Promo,2025-06-15 10:44:53,2025-06-22 10:44:53,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-943147,2024-03-06,2024-03-06,CUST-513678,SKU-362357,C60,Online,441,18.55,0.56,17.99,Voucher,ZAR,Promo,2024-02-14 15:19:40,2024-02-21 15:19:40,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-206089,2024-03-06,2024-03-06,CUST-839090,SKU-727505,C60,In-Store,889,96.57,2.9,93.67,Voucher,ZAR,Promo,2024-11-14 05:52:55,2024-11-21 05:52:55,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-837781,2024-03-06,2024-03-06,CUST-237336,SKU-252558,C60,In-Store,710,17.44,0.52,16.92,Cash,ZAR,Regular,2025-10-21 22:13:46,2025-11-21 22:13:46,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-520952,2024-03-06,2024-03-06,CUST-512768,SKU-197096,C60,In-Store,687,20.5,0.61,19.89,Mobile Wallet,ZAR,Promo,2025-10-10 21:57:14,2025-10-17 21:57:14,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-661329,2024-03-06,2024-03-06,CUST-327786,SKU-937442,C60,In-Store,610,102.25,3.07,99.18,Card,ZAR,Regular,2025-08-14 16:06:52,2025-09-14 16:06:52,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-933792,2024-03-06,2024-03-06,CUST-858420,SKU-426441,SHOP,Online,699,60.43,1.81,58.62,EFT,ZAR,Promo,2025-07-03 00:30:24,2025-07-10 00:30:24,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-781637,2024-03-06,2024-03-06,CUST-680563,SKU-505668,C60,In-Store,940,16.89,0.51,16.38,Cash,ZAR,Promo,2024-11-25 06:27:03,2024-12-02 06:27:03,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-929632,2024-03-06,2024-03-06,CUST-520166,SKU-201535,CHK,Online,957,28.06,0.84,27.22,Cash,ZAR,Regular,2025-08-02 20:04:28,2025-09-02 20:04:28,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-589421,2024-03-06,2024-03-06,CUST-259238,SKU-122025,USV,Online,55,102.23,3.07,99.16,Voucher,ZAR,Promo,2024-11-10 20:32:53,2024-11-17 20:32:53,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-155374,2024-03-06,2024-03-06,CUST-743646,SKU-303038,USV,Online,129,25.16,0.75,24.41,Voucher,ZAR,Promo,2025-06-15 10:44:53,2025-06-22 10:44:53,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-735356,2024-03-06,2024-03-06,CUST-146734,SKU-948461,SHOP,Online,589,16.27,0.49,15.78,Voucher,ZAR,Regular,2024-12-01 13:32:33,2025-01-01 13:32:33,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-256325,2024-03-06,2024-03-06,CUST-319390,SKU-324853,C60,Online,782,32.26,0.97,31.29,Cash,ZAR,Regular,2025-11-17 15:41:52,2025-12-17 15:41:52,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-942982,2024-03-06,2024-03-06,CUST-290707,SKU-805818,C60,In-Store,868,23.09,0.69,22.4,EFT,ZAR,Promo,2024-08-19 02:44:21,2024-08-26 02:44:21,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-946589,2024-03-06,2024-03-06,CUST-174206,SKU-162192,C60,Online,167,30.14,0.9,29.24,Voucher,ZAR,Promo,2024-08-11 17:14:36,2024-08-18 17:14:36,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-341506,2024-03-06,2024-03-06,CUST-160896,SKU-209430,CHK,In-Store,687,18.97,0.57,18.4,Mobile Wallet,ZAR,Promo,2025-07-16 13:06:02,2025-07-23 13:06:02,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-413001,2024-03-06,2024-03-06,CUST-521534,SKU-393992,CHK,Online,769,93.62,2.81,90.81,EFT,ZAR,Promo,2024-03-28 15:44:12,2024-04-04 15:44:12,POS,2026-02-24 03:52:28,BATCH-20260224-01
ORD-424792,2024-03-06,2024-03-06,CUST-727656,SKU-698598,SHOP,In-Store,890,15.7,0.47,15.23,Card,ZAR,Regular,2025-04-24 02:49:36,2025-05-24 02:49:36,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
ORD-625981,2024-03-06,2024-03-06,CUST-169694,SKU-432488,CHK,Online,203,24.38,0.73,23.65,Mobile Wallet,ZAR,Regular,2025-07-05 21:31:29,2025-08-05 21:31:29,OnlinePlatform,2026-02-24 03:52:28,BATCH-20260224-01
