order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-225990,2024-10-04,2024-10-04,CUST-153277,SKU-143827,USV,Online,299,17.98,0.54,17.44,Voucher,ZAR,Regular,2025-02-01 00:13:34,2025-03-01 00:13:34,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-553302,2024-10-04,2024-10-04,CUST-431122,SKU-491530,C60,Online,742,28.78,0.86,27.92,EFT,ZAR,Regular,2024-02-14 15:34:41,2024-03-14 15:34:41,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-204129,2024-10-04,2024-10-04,CUST-557761,SKU-807842,USV,Online,760,24.21,0.73,23.48,Cash,ZAR,Promo,2025-04-18 22:01:17,2025-04-25 22:01:17,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-331405,2024-10-04,2024-10-04,CUST-520289,SKU-819643,C60,Online,668,25.0,0.75,24.25,EFT,ZAR,Promo,2024-05-03 10:41:02,2024-05-10 10:41:02,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-858698,2024-10-04,2024-10-04,CUST-938853,SKU-558917,CHK,Online,700,17.78,0.53,17.25,EFT,ZAR,Regular,2025-12-03 00:22:45,2026-01-03 00:22:45,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-898814,2024-10-04,2024-10-04,CUST-518373,SKU-344204,SHOP,Online,419,14.29,0.43,13.86,Card,ZAR,Promo,2024-08-11 03:53:01,2024-08-18 03:53:01,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-523499,2024-10-04,2024-10-04,CUST-696820,SKU-755896,CHK,In-Store,523,87.42,2.62,84.8,Cash,ZAR,Regular,2024-02-16 02:52:59,2024-03-16 02:52:59,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-200056,2024-10-04,2024-10-04,CUST-222495,SKU-416527,C60,In-Store,390,24.78,0.74,24.04,Card,ZAR,Regular,2024-11-01 08:31:41,2024-12-01 08:31:41,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-362506,2024-10-04,2024-10-04,CUST-949572,SKU-448241,CHK,In-Store,959,25.01,0.75,24.26,Card,ZAR,Promo,2024-09-11 12:59:13,2024-09-18 12:59:13,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-683777,2024-10-04,2024-10-04,CUST-177620,SKU-430796,C60,In-Store,474,19.68,0.59,19.09,Voucher,ZAR,Promo,2025-06-21 00:10:39,2025-06-28 00:10:39,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-919259,2024-10-04,2024-10-04,CUST-222495,SKU-479271,C60,In-Store,181,17.86,0.54,17.32,Cash,ZAR,Promo,2025-04-27 23:44:28,2025-05-04 23:44:28,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-658371,2024-10-04,2024-10-04,CUST-902057,SKU-702128,CHK,In-Store,865,92.93,2.79,90.14,Cash,ZAR,Regular,2025-03-10 06:29:18,2025-04-10 06:29:18,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-260039,2024-10-04,2024-10-04,CUST-687809,SKU-482940,C60,Online,65,19.94,0.6,19.34,Mobile Wallet,ZAR,Regular,2025-09-28 10:28:39,2025-10-28 10:28:39,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-917325,2024-10-04,2024-10-04,CUST-255003,SKU-804670,CHK,Online,661,20.67,0.62,20.05,EFT,ZAR,Regular,2025-11-28 17:43:04,2025-12-28 17:43:04,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-237179,2024-10-04,2024-10-04,CUST-215251,SKU-439961,SHOP,Online,786,17.5,0.53,16.98,EFT,ZAR,Regular,2024-04-03 05:44:11,2024-05-03 05:44:11,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-209561,2024-10-04,2024-10-04,CUST-314496,SKU-179351,USV,In-Store,731,22.69,0.68,22.01,Mobile Wallet,ZAR,Regular,2024-05-16 08:45:20,2024-06-16 08:45:20,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-248834,2024-10-04,2024-10-04,CUST-977401,SKU-100076,SHOP,Online,384,13.54,0.41,13.13,Mobile Wallet,ZAR,Promo,2024-07-08 00:44:22,2024-07-15 00:44:22,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-910055,2024-10-04,2024-10-04,CUST-500671,SKU-709947,SHOP,Online,886,97.16,2.91,94.25,EFT,ZAR,Regular,2024-04-09 03:59:35,2024-05-09 03:59:35,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-705590,2024-10-04,2024-10-04,CUST-750453,SKU-566064,C60,Online,202,37.73,1.13,36.6,Cash,ZAR,Promo,2025-09-24 00:16:40,2025-10-01 00:16:40,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-711396,2024-10-04,2024-10-04,CUST-216725,SKU-193683,SHOP,In-Store,220,28.92,0.87,28.05,Voucher,ZAR,Regular,2025-07-09 16:20:33,2025-08-09 16:20:33,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-746295,2024-10-04,2024-10-04,CUST-296922,SKU-795063,SHOP,Online,478,17.96,0.54,17.42,Voucher,ZAR,Regular,2025-08-10 21:46:06,2025-09-10 21:46:06,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-880495,2024-10-04,2024-10-04,CUST-863357,SKU-658330,SHOP,In-Store,228,33.53,1.01,32.52,EFT,ZAR,Promo,2024-07-20 08:12:19,2024-07-27 08:12:19,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-901563,2024-10-04,2024-10-04,CUST-856519,SKU-433097,SHOP,In-Store,218,37.23,1.12,36.11,Voucher,ZAR,Promo,2025-02-22 14:29:07,2025-03-01 14:29:07,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-180704,2024-10-04,2024-10-04,CUST-563610,SKU-153298,CHK,In-Store,290,81.17,2.44,78.73,Mobile Wallet,ZAR,Promo,2024-11-12 10:34:29,2024-11-19 10:34:29,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-333221,2024-10-04,2024-10-04,CUST-410164,SKU-344962,C60,Online,863,16.95,0.51,16.44,EFT,ZAR,Regular,2025-10-03 00:22:46,2025-11-03 00:22:46,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-328104,2024-10-04,2024-10-04,CUST-930837,SKU-498326,USV,In-Store,373,17.24,0.52,16.72,Cash,ZAR,Regular,2025-05-26 23:05:32,2025-06-26 23:05:32,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-195371,2024-10-04,2024-10-04,CUST-576013,SKU-946657,CHK,In-Store,230,43.71,1.31,42.4,Voucher,ZAR,Regular,2024-09-01 16:28:18,2024-10-01 16:28:18,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-101581,2024-10-04,2024-10-04,CUST-899809,SKU-658961,USV,In-Store,130,21.09,0.63,20.46,Voucher,ZAR,Promo,2025-05-17 05:13:41,2025-05-24 05:13:41,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-352600,2024-10-04,2024-10-04,CUST-684788,SKU-195203,C60,Online,370,35.54,1.07,34.47,Cash,ZAR,Promo,2025-08-01 11:11:55,2025-08-08 11:11:55,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-153887,2024-10-04,2024-10-04,CUST-164373,SKU-599718,USV,Online,108,17.99,0.54,17.45,EFT,ZAR,Promo,2024-07-23 09:15:45,2024-07-30 09:15:45,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
