order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-485707,2024-06-18,2024-06-18,CUST-949405,SKU-183011,SHOP,Online,690,37.47,1.12,36.35,EFT,ZAR,Promo,2024-02-17 00:02:37,2024-02-24 00:02:37,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-480500,2024-06-18,2024-06-18,CUST-342190,SKU-549512,SHOP,In-Store,655,18.95,0.57,18.38,Voucher,ZAR,Promo,2024-04-27 02:18:57,2024-05-04 02:18:57,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-237925,2024-06-18,2024-06-18,CUST-602953,SKU-741798,CHK,Online,357,53.93,1.62,52.31,Cash,ZAR,Promo,2024-05-02 18:18:35,2024-05-09 18:18:35,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-153920,2024-06-18,2024-06-18,CUST-779636,SKU-810651,CHK,Online,115,30.25,0.91,29.34,Voucher,ZAR,Regular,2024-04-20 23:44:27,2024-05-20 23:44:27,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-485679,2024-06-18,2024-06-18,CUST-350612,SKU-113131,USV,Online,69,34.56,1.04,33.52,EFT,ZAR,Promo,2024-02-12 17:44:00,2024-02-19 17:44:00,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-597318,2024-06-18,2024-06-18,CUST-681731,SKU-873786,C60,In-Store,980,14.86,0.45,14.41,Card,ZAR,Regular,2025-06-01 06:09:15,2025-07-01 06:09:15,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-236399,2024-06-18,2024-06-18,CUST-624091,SKU-638539,USV,Online,725,30.95,0.93,30.02,Card,ZAR,Regular,2024-05-02 06:51:13,2024-06-02 06:51:13,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-386447,2024-06-18,2024-06-18,CUST-996896,SKU-764991,C60,In-Store,674,19.59,0.59,19.0,Voucher,ZAR,Promo,2024-01-27 16:52:27,2024-02-03 16:52:27,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-955103,2024-06-18,2024-06-18,CUST-213489,SKU-807441,USV,Online,440,18.07,0.54,17.53,Mobile Wallet,ZAR,Promo,2025-06-25 22:00:23,2025-07-02 22:00:23,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-493422,2024-06-18,2024-06-18,CUST-583383,SKU-704663,CHK,In-Store,252,17.05,0.51,16.54,Mobile Wallet,ZAR,Promo,2025-06-04 18:31:25,2025-06-11 18:31:25,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-988245,2024-06-18,2024-06-18,CUST-147170,SKU-185873,USV,Online,563,55.61,1.67,53.94,Card,ZAR,Regular,2025-05-08 00:03:40,2025-06-08 00:03:40,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-361210,2024-06-18,2024-06-18,CUST-873118,SKU-316046,SHOP,In-Store,198,22.48,0.67,21.81,EFT,ZAR,Regular,2025-10-10 18:49:01,2025-11-10 18:49:01,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-683445,2024-06-18,2024-06-18,CUST-475848,SKU-113131,USV,In-Store,421,44.58,1.34,43.24,Mobile Wallet,ZAR,Regular,2024-02-28 07:16:24,2024-03-28 07:16:24,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-990296,2024-06-18,2024-06-18,CUST-820008,SKU-251884,CHK,In-Store,679,21.73,0.65,21.08,Cash,ZAR,Regular,2024-07-23 20:59:59,2024-08-23 20:59:59,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-268570,2024-06-18,2024-06-18,CUST-845670,SKU-301343,C60,Online,128,38.75,1.16,37.59,EFT,ZAR,Promo,2025-02-24 18:22:38,2025-03-03 18:22:38,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-795932,2024-06-18,2024-06-18,CUST-250817,SKU-770825,CHK,Online,896,19.82,0.59,19.23,EFT,ZAR,Promo,2024-05-20 03:31:38,2024-05-27 03:31:38,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-392149,2024-06-18,2024-06-18,CUST-447172,SKU-883798,SHOP,Online,342,16.25,0.49,15.76,Voucher,ZAR,Promo,2024-03-21 12:46:09,2024-03-28 12:46:09,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-433501,2024-06-18,2024-06-18,CUST-703322,SKU-903580,CHK,In-Store,99,91.53,2.75,88.78,EFT,ZAR,Promo,2025-10-05 14:52:16,2025-10-12 14:52:16,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-801174,2024-06-18,2024-06-18,CUST-904859,SKU-697655,CHK,Online,174,32.48,0.97,31.51,Cash,ZAR,Regular,2025-11-18 00:39:09,2025-12-18 00:39:09,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-536507,2024-06-18,2024-06-18,CUST-658573,SKU-968429,CHK,In-Store,605,21.73,0.65,21.08,Cash,ZAR,Regular,2024-06-19 07:16:35,2024-07-19 07:16:35,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-880324,2024-06-18,2024-06-18,CUST-684893,SKU-541842,SHOP,In-Store,160,26.87,0.81,26.06,Cash,ZAR,Regular,2025-10-11 03:57:13,2025-11-11 03:57:13,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-406667,2024-06-18,2024-06-18,CUST-577138,SKU-596139,CHK,Online,905,20.38,0.61,19.77,EFT,ZAR,Regular,2024-12-27 10:45:43,2025-01-27 10:45:43,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-310449,2024-06-18,2024-06-18,CUST-941211,SKU-162337,CHK,In-Store,282,24.11,0.72,23.39,Mobile Wallet,ZAR,Promo,2025-10-14 16:10:06,2025-10-21 16:10:06,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-886915,2024-06-18,2024-06-18,CUST-159943,SKU-974295,SHOP,Online,784,23.72,0.71,23.01,Voucher,ZAR,Regular,2024-05-24 14:22:21,2024-06-24 14:22:21,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-338340,2024-06-18,2024-06-18,CUST-815514,SKU-758155,USV,In-Store,729,37.38,1.12,36.26,Cash,ZAR,Regular,2024-04-27 19:54:09,2024-05-27 19:54:09,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-191850,2024-06-18,2024-06-18,CUST-376354,SKU-572960,CHK,Online,197,18.2,0.55,17.65,Mobile Wallet,ZAR,Promo,2024-04-12 06:45:39,2024-04-19 06:45:39,POS,2026-02-24 03:55:58,BATCH-20260224-01
ORD-110436,2024-06-18,2024-06-18,CUST-633301,SKU-416600,CHK,In-Store,985,34.84,1.05,33.79,Voucher,ZAR,Promo,2024-03-07 13:39:04,2024-03-14 13:39:04,OnlinePlatform,2026-02-24 03:55:58,BATCH-20260224-01
ORD-809179,2024-06-18,2024-06-18,CUST-711146,SKU-407958,CHK,Online,925,84.83,2.54,82.29,Card,ZAR,Promo,2025-06-01 17:21:09,2025-06-08 17:21:09,POS,2026-02-24 03:55:58,BATCH-20260224-01
