order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-968277,2025-12-16,2025-12-16,CUST-523700,SKU-238098,SHOP,Online,760,15.22,0.46,14.76,Cash,ZAR,Regular,2024-04-19 13:43:15,2024-05-19 13:43:15,POS,2026-02-24 04:09:54,BATCH-20260224-01
ORD-568758,2025-12-16,2025-12-16,CUST-978100,SKU-287547,C60,In-Store,584,15.37,0.46,14.91,Voucher,ZAR,Regular,2024-07-20 20:22:39,2024-08-20 20:22:39,POS,2026-02-24 04:09:54,BATCH-20260224-01
ORD-280390,2025-12-16,2025-12-16,CUST-411534,SKU-133098,CHK,Online,456,14.64,0.44,14.2,Card,ZAR,Regular,2025-02-11 10:09:03,2025-03-11 10:09:03,POS,2026-02-24 04:09:54,BATCH-20260224-01
ORD-607185,2025-12-16,2025-12-16,CUST-770883,SKU-528811,USV,Online,581,15.5,0.46,15.04,EFT,ZAR,Regular,2024-08-28 20:38:31,2024-09-28 20:38:31,POS,2026-02-24 04:09:54,BATCH-20260224-01
ORD-364784,2025-12-16,2025-12-16,CUST-703208,SKU-692317,C60,In-Store,932,89.98,2.7,87.28,Card,ZAR,Regular,2025-01-11 22:13:42,2025-02-11 22:13:42,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-642684,2025-12-16,2025-12-16,CUST-536255,SKU-270518,USV,In-Store,168,16.27,0.49,15.78,EFT,ZAR,Regular,2024-08-02 14:30:55,2024-09-02 14:30:55,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-298157,2025-12-16,2025-12-16,CUST-123481,SKU-238131,CHK,In-Store,782,16.57,0.5,16.07,Mobile Wallet,ZAR,Regular,2024-01-19 12:15:30,2024-02-19 12:15:30,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-755208,2025-12-16,2025-12-16,CUST-692683,SKU-967373,USV,In-Store,364,93.13,2.79,90.34,Cash,ZAR,Promo,2025-08-22 15:35:33,2025-08-29 15:35:33,POS,2026-02-24 04:09:54,BATCH-20260224-01
ORD-667987,2025-12-16,2025-12-16,CUST-941512,SKU-430564,C60,Online,690,19.19,0.58,18.61,Cash,ZAR,Promo,2025-03-21 11:35:34,2025-03-28 11:35:34,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-684721,2025-12-16,2025-12-16,CUST-756354,SKU-909962,USV,In-Store,307,16.95,0.51,16.44,Voucher,ZAR,Promo,2024-04-04 06:21:03,2024-04-11 06:21:03,POS,2026-02-24 04:09:54,BATCH-20260224-01
ORD-300258,2025-12-16,2025-12-16,CUST-916993,SKU-116080,SHOP,Online,808,38.6,1.16,37.44,Mobile Wallet,ZAR,Promo,2025-01-04 10:16:44,2025-01-11 10:16:44,POS,2026-02-24 04:09:54,BATCH-20260224-01
ORD-499841,2025-12-16,2025-12-16,CUST-576142,SKU-373942,C60,In-Store,520,20.35,0.61,19.74,Cash,ZAR,Promo,2024-02-14 01:13:10,2024-02-21 01:13:10,OnlinePlatform,2026-02-24 04:09:54,BATCH-20260224-01
ORD-302771,2025-12-16,2025-12-16,CUST-338580,SKU-596918,C60,Online,940,18.3,0.55,17.75,Card,ZAR,Regular,2025-11-10 02:15:52,2025-12-10 02:15:52,POS,2026-02-24 04:09:54,BATCH-20260224-01
ORD-790517,2025-12-16,2025-12-16,CUST-201506,SKU-304070,SHOP,In-Store,421,18.14,0.54,17.6,Cash,ZAR,Regular,2024-03-18 21:40:31,2024-04-18 21:40:31,POS,2026-02-24 04:09:54,BATCH-20260224-01
