order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-794701,2024-06-11,2024-06-11,CUST-611696,SKU-369369,C60,In-Store,860,30.94,0.93,30.01,EFT,ZAR,Promo,2025-10-01 01:47:54,2025-10-08 01:47:54,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-828855,2024-06-11,2024-06-11,CUST-159550,SKU-424765,USV,Online,561,15.87,0.48,15.39,Card,ZAR,Regular,2024-01-19 23:16:12,2024-02-19 23:16:12,POS,2026-02-24 03:53:42,BATCH-20260224-01
ORD-446536,2024-06-11,2024-06-11,CUST-535187,SKU-670928,CHK,Online,656,17.95,0.54,17.41,Card,ZAR,Promo,2025-05-25 08:30:06,2025-06-01 08:30:06,POS,2026-02-24 03:53:42,BATCH-20260224-01
ORD-707987,2024-06-11,2024-06-11,CUST-203674,SKU-858381,C60,Online,312,21.37,0.64,20.73,Voucher,ZAR,Regular,2025-12-25 16:35:10,2026-01-25 16:35:10,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-652954,2024-06-11,2024-06-11,CUST-271338,SKU-412704,SHOP,In-Store,999,95.17,2.86,92.31,Mobile Wallet,ZAR,Regular,2025-09-01 10:39:37,2025-10-01 10:39:37,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-205552,2024-06-11,2024-06-11,CUST-405612,SKU-424765,SHOP,Online,737,47.55,1.43,46.12,Mobile Wallet,ZAR,Regular,2024-05-18 11:44:27,2024-06-18 11:44:27,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-100444,2024-06-11,2024-06-11,CUST-754002,SKU-236839,CHK,Online,356,116.91,3.51,113.4,Card,ZAR,Promo,2025-05-16 19:06:28,2025-05-23 19:06:28,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-393844,2024-06-11,2024-06-11,CUST-425244,SKU-789385,CHK,In-Store,260,19.38,0.58,18.8,Cash,ZAR,Promo,2024-06-08 06:57:48,2024-06-15 06:57:48,POS,2026-02-24 03:53:42,BATCH-20260224-01
ORD-649539,2024-06-11,2024-06-11,CUST-386003,SKU-972347,CHK,In-Store,276,35.06,1.05,34.01,Card,ZAR,Promo,2024-08-20 15:02:09,2024-08-27 15:02:09,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-265365,2024-06-11,2024-06-11,CUST-337160,SKU-821553,CHK,Online,872,54.86,1.65,53.21,Voucher,ZAR,Promo,2025-10-20 10:23:44,2025-10-27 10:23:44,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-160530,2024-06-11,2024-06-11,CUST-171827,SKU-191830,USV,Online,463,20.68,0.62,20.06,Voucher,ZAR,Regular,2025-08-06 02:27:48,2025-09-06 02:27:48,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-669881,2024-06-11,2024-06-11,CUST-918668,SKU-151517,C60,Online,399,30.12,0.9,29.22,Cash,ZAR,Regular,2024-07-28 22:36:21,2024-08-28 22:36:21,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-129426,2024-06-11,2024-06-11,CUST-324969,SKU-254698,USV,In-Store,963,13.51,0.41,13.1,Voucher,ZAR,Promo,2024-06-09 16:59:47,2024-06-16 16:59:47,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-971856,2024-06-11,2024-06-11,CUST-812732,SKU-380713,CHK,Online,413,26.84,0.81,26.03,Cash,ZAR,Promo,2025-09-04 02:54:46,2025-09-11 02:54:46,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-995664,2024-06-11,2024-06-11,CUST-806984,SKU-186478,SHOP,Online,341,23.66,0.71,22.95,Voucher,ZAR,Promo,2025-06-14 12:09:50,2025-06-21 12:09:50,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-494438,2024-06-11,2024-06-11,CUST-608722,SKU-562310,USV,Online,22,46.12,1.38,44.74,Cash,ZAR,Promo,2025-07-09 04:56:07,2025-07-16 04:56:07,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-217636,2024-06-11,2024-06-11,CUST-677310,SKU-705442,USV,Online,117,95.17,2.86,92.31,Voucher,ZAR,Regular,2025-09-01 10:39:37,2025-10-01 10:39:37,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-150164,2024-06-11,2024-06-11,CUST-827275,SKU-103001,SHOP,Online,136,39.32,1.18,38.14,Card,ZAR,Regular,2024-06-13 15:08:55,2024-07-13 15:08:55,OnlinePlatform,2026-02-24 03:53:42,BATCH-20260224-01
ORD-402950,2024-06-11,2024-06-11,CUST-337160,SKU-994435,CHK,Online,921,43.27,1.3,41.97,Cash,ZAR,Regular,2025-05-15 02:43:27,2025-06-15 02:43:27,POS,2026-02-24 03:53:42,BATCH-20260224-01
ORD-774166,2024-06-11,2024-06-11,CUST-369405,SKU-947907,SHOP,In-Store,850,16.42,0.49,15.93,Voucher,ZAR,Promo,2024-01-11 08:38:02,2024-01-18 08:38:02,POS,2026-02-24 03:53:42,BATCH-20260224-01
ORD-925524,2024-06-11,2024-06-11,CUST-984631,SKU-951668,CHK,Online,985,31.98,0.96,31.02,Cash,ZAR,Promo,2025-09-01 02:15:44,2025-09-08 02:15:44,POS,2026-02-24 03:53:42,BATCH-20260224-01
ORD-192043,2024-06-11,2024-06-11,CUST-832886,SKU-563068,USV,In-Store,192,93.79,2.81,90.98,Mobile Wallet,ZAR,Promo,2025-10-24 15:21:01,2025-10-31 15:21:01,POS,2026-02-24 03:53:42,BATCH-20260224-01
