order_id,order_date,order_timestamp,customer_code,product_sku,store_code,channel,quantity,gross_sales_amount,discount_amount,net_sales_amount,payment_method,currency,price_type,valid_from,valid_to,source_system,load_timestamp,batch_id
ORD-386985,2024-11-01,2024-11-01,CUST-853111,SKU-624172,C60,In-Store,976,35.56,1.07,34.49,Voucher,ZAR,Promo,2025-05-24 09:22:22,2025-05-31 09:22:22,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-621395,2024-11-01,2024-11-01,CUST-204316,SKU-505268,CHK,In-Store,441,30.7,0.92,29.78,Voucher,ZAR,Regular,2024-10-19 16:07:34,2024-11-19 16:07:34,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-291932,2024-11-01,2024-11-01,CUST-700275,SKU-166841,USV,Online,894,32.09,0.96,31.13,Mobile Wallet,ZAR,Promo,2024-07-09 22:37:12,2024-07-16 22:37:12,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-674315,2024-11-01,2024-11-01,CUST-102163,SKU-301372,USV,Online,752,51.92,1.56,50.36,Cash,ZAR,Regular,2024-04-28 22:41:39,2024-05-28 22:41:39,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-281892,2024-11-01,2024-11-01,CUST-976374,SKU-958440,CHK,In-Store,782,84.59,2.54,82.05,EFT,ZAR,Regular,2025-08-08 15:22:32,2025-09-08 15:22:32,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-561238,2024-11-01,2024-11-01,CUST-122867,SKU-894963,SHOP,Online,416,103.89,3.12,100.77,Mobile Wallet,ZAR,Regular,2025-11-09 20:07:39,2025-12-09 20:07:39,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-238608,2024-11-01,2024-11-01,CUST-763006,SKU-142911,SHOP,In-Store,671,21.65,0.65,21.0,Voucher,ZAR,Regular,2024-03-03 14:00:43,2024-04-03 14:00:43,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-165689,2024-11-01,2024-11-01,CUST-177620,SKU-569829,C60,In-Store,688,95.05,2.85,92.2,Voucher,ZAR,Regular,2025-02-13 16:07:11,2025-03-13 16:07:11,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-547692,2024-11-01,2024-11-01,CUST-707467,SKU-719661,USV,In-Store,138,15.4,0.46,14.94,Cash,ZAR,Regular,2024-09-12 02:26:40,2024-10-12 02:26:40,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-815592,2024-11-01,2024-11-01,CUST-111958,SKU-491530,SHOP,In-Store,888,22.81,0.68,22.13,EFT,ZAR,Promo,2025-07-27 17:55:54,2025-08-03 17:55:54,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-748011,2024-11-01,2024-11-01,CUST-228858,SKU-717829,CHK,In-Store,786,19.89,0.6,19.29,Mobile Wallet,ZAR,Promo,2024-06-02 02:14:05,2024-06-09 02:14:05,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-915602,2024-11-01,2024-11-01,CUST-856519,SKU-365021,SHOP,In-Store,826,33.6,1.01,32.59,Mobile Wallet,ZAR,Regular,2025-08-19 06:49:52,2025-09-19 06:49:52,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-702150,2024-11-01,2024-11-01,CUST-471079,SKU-914814,CHK,In-Store,780,16.42,0.49,15.93,Mobile Wallet,ZAR,Promo,2024-10-28 02:06:24,2024-11-04 02:06:24,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-570562,2024-11-01,2024-11-01,CUST-290254,SKU-133149,SHOP,In-Store,10,20.89,0.63,20.26,EFT,ZAR,Promo,2025-12-25 03:37:20,2026-01-01 03:37:20,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-953436,2024-11-01,2024-11-01,CUST-949572,SKU-573579,CHK,In-Store,38,18.16,0.54,17.62,Card,ZAR,Regular,2024-07-25 02:38:50,2024-08-25 02:38:50,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-902746,2024-11-01,2024-11-01,CUST-707467,SKU-844542,USV,In-Store,838,87.21,2.62,84.59,Mobile Wallet,ZAR,Regular,2025-04-05 20:22:48,2025-05-05 20:22:48,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-679872,2024-11-01,2024-11-01,CUST-403829,SKU-807842,CHK,In-Store,504,17.61,0.53,17.08,EFT,ZAR,Promo,2025-10-06 03:55:51,2025-10-13 03:55:51,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-976376,2024-11-01,2024-11-01,CUST-826198,SKU-327520,CHK,Online,127,20.36,0.61,19.75,EFT,ZAR,Promo,2025-01-11 22:20:34,2025-01-18 22:20:34,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-330947,2024-11-01,2024-11-01,CUST-112681,SKU-137075,CHK,In-Store,695,26.96,0.81,26.15,Card,ZAR,Promo,2025-09-11 11:26:58,2025-09-18 11:26:58,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-710138,2024-11-01,2024-11-01,CUST-389398,SKU-502284,C60,In-Store,286,92.84,2.79,90.05,Cash,ZAR,Promo,2025-04-02 06:43:32,2025-04-09 06:43:32,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-735440,2024-11-01,2024-11-01,CUST-749910,SKU-490686,CHK,In-Store,627,17.35,0.52,16.83,Mobile Wallet,ZAR,Regular,2024-09-19 08:56:57,2024-10-19 08:56:57,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-452060,2024-11-01,2024-11-01,CUST-536948,SKU-698527,USV,Online,746,22.46,0.67,21.79,Cash,ZAR,Regular,2024-07-21 15:42:43,2024-08-21 15:42:43,POS,2026-02-24 03:52:37,BATCH-20260224-01
ORD-849326,2024-11-01,2024-11-01,CUST-296922,SKU-392698,SHOP,Online,472,83.0,2.49,80.51,EFT,ZAR,Promo,2025-04-02 14:13:24,2025-04-09 14:13:24,OnlinePlatform,2026-02-24 03:52:37,BATCH-20260224-01
ORD-934303,2024-11-01,2024-11-01,CUST-327329,SKU-339155,USV,Online,471,22.42,0.67,21.75,Card,ZAR,Regular,2025-03-05 10:29:48,2025-04-05 10:29:48,POS,2026-02-24 03:52:37,BATCH-20260224-01
